'str' object has no attribute 'get'keyword: {'_id': ObjectId('5f23c35fd13e00e7b29cbb65'), 'company_name': '青岛融发投资有限公司', 'register_funds': '1000万', 'status': '吊销', 'opd_date': '2002-02-06', 'legal_representative': '邱颖', 'issue_date': '2002-02-06', 'redit_code': '-', 'organization_code': '73352293-0', 'identification_number': '', 'registration_number': '3702001807734', 'industry': '房地产业', 'region': '山东省', 'registration_authority': '青岛市工商行政管理局', 'registration_status': '吊销', 'business_scope': '自有资产投资。', 'en_name': '-', 'business_term': '2002-02-06 至 无固定期限', 'created_time': datetime.datetime(2020, 7, 31, 15, 8, 16, 280000)}
'str' object has no attribute 'get'keyword: {'_id': ObjectId('5f23c35fd13e00e7b29cbb5c'), 'company_name': '青岛软银壹科技术信息服务有限合伙企业（有限合伙）', 'register_funds': '10万', 'status': '在营', 'opd_date': '2017-04-24', 'legal_representative': '鹿猛', 'issue_date': '2017-11-06', 'redit_code': '91370202MA3DJB0G9A', 'organization_code': '-', 'identification_number': '', 'registration_number': '370202330040332', 'industry': '信息传输、软件和信息技术服务业', 'region': '山东省', 'registration_authority': '青岛市市南区工商行政管理局', 'registration_status': '在业', 'business_scope': '经济信息咨询，计算机软件技术研发、技术咨询、技术服务。（依法需经批准的项目，经相关部门批准后方可展开经营活动）', 'en_name': '-', 'business_term': '2017-04-24 至 无固定期限', 'created_time': datetime.datetime(2020, 7, 31, 15, 8, 16, 222000)}
'str' object has no attribute 'get'keyword: {'_id': ObjectId('5f23c631d13e00e7b29d16bb'), 'company_name': '沙河市瀚博书院', 'register_funds': '3.00 万元', 'status': '', 'opd_date': '', 'legal_representative': '纪新江', 'issue_date': '', 'redit_code': '52130582MJ07516982', 'organization_code': '', 'identification_number': '', 'registration_number': '', 'industry': '', 'region': '', 'registration_authority': '沙河市民政局', 'registration_status': '', 'business_scope': '', 'en_name': '', 'business_term': '', 'created_time': datetime.datetime(2020, 7, 31, 15, 20, 18, 408000)}
'str' object has no attribute 'get'keyword: {'_id': ObjectId('5f23c35fd13e00e7b29cbb57'), 'company_name': '青岛软慧量化科技有限公司', 'register_funds': '100万', 'status': '在营', 'opd_date': '2014-08-25', 'legal_representative': '董焕彬', 'issue_date': '2014-08-25', 'redit_code': '-', 'organization_code': '39581775-1', 'identification_number': '', 'registration_number': '370214230164277', 'industry': '信息传输、软件和信息技术服务业', 'region': '山东省', 'registration_authority': '青岛市城阳区工商行政管理局', 'registration_status': '在业', 'business_scope': '金融量化软件开发、技术推广、技术转让、技术服务；销售计算机软硬件及辅助设备。\n（依法须经批准的项目，经相关部门批准后方可开展经营活动）。', 'en_name': '-', 'business_term': '2014-08-25 至 无固定期限', 'created_time': datetime.datetime(2020, 7, 31, 15, 8, 16, 176000)}
'str' object has no attribute 'get'keyword: {'_id': ObjectId('5f23c35fd13e00e7b29cbb60'), 'company_name': '青岛儒商中恒教育咨询有限公司', 'register_funds': '30万', 'status': '在营', 'opd_date': '2011-12-08', 'legal_representative': '张娟', 'issue_date': '2013-11-21', 'redit_code': '91370202587801383Y', 'organization_code': '58780138-3', 'identification_number': '', 'registration_number': '370202230103745', 'industry': '租赁和商务服务业', 'region': '山东省', 'registration_authority': '青岛市市南区工商行政管理局', 'registration_status': '在业', 'business_scope': '一般经营项目:国内教育信息咨询，国内文化交流信息咨询，企业管理咨询，投资咨询（不含证券、期货），教育软件开发、设计、技术转让、技术咨询、技术服务。\n（以上范围需经许可经营的，须凭许可证经营）。', 'en_name': '-', 'business_term': '2011-12-08 至 2021-12-08', 'created_time': datetime.datetime(2020, 7, 31, 15, 8, 16, 246000)}
'str' object has no attribute 'get'keyword: {'_id': ObjectId('5f23c35ed13e00e7b29cbb48'), 'company_name': '青岛锐盛通商贸有限公司', 'register_funds': '50万', 'status': '在营', 'opd_date': '2014-08-06', 'legal_representative': '郑健', 'issue_date': '2014-08-06', 'redit_code': '91370202395097862H', 'organization_code': '39509786-2', 'identification_number': '', 'registration_number': '370202230183774', 'industry': '批发和零售业', 'region': '山东省', 'registration_authority': '青岛市市南区工商行政管理局', 'registration_status': '在业', 'business_scope': '批发：办公用品，服装鞋帽，五金建材，电子产品及配件，日用百货，工艺品，化妆品，针纺织品。\n（依法须经批准的项目，经相关部门批准后方可开展经营活动）。', 'en_name': '-', 'business_term': '2014-08-06 至 无固定期限', 'created_time': datetime.datetime(2020, 7, 31, 15, 8, 16, 79000)}
'str' object has no attribute 'get'keyword: {'_id': ObjectId('5f23c35ed13e00e7b29cbb52'), 'company_name': '青岛柔怡工艺品有限公司', 'register_funds': '20万美元', 'status': '在营', 'opd_date': '2014-09-28', 'legal_representative': '朴珍嬉', 'issue_date': '2014-09-28', 'redit_code': '913702143958172760', 'organization_code': '39581727-6', 'identification_number': '', 'registration_number': '370214410009703', 'industry': '制造业', 'region': '山东省', 'registration_authority': '青岛市城阳区工商行政管理局', 'registration_status': '在业', 'business_scope': '制造、加工：【非贵重金属首饰、饰品、工艺品（不含电镀）】。\n（依法须经批准的项目，经相关部门批准后方可开展经营活动）。', 'en_name': '-', 'business_term': '2014-09-28 至 2034-09-28', 'created_time': datetime.datetime(2020, 7, 31, 15, 8, 16, 148000)}
'str' object has no attribute 'get'keyword: {'_id': ObjectId('5f23c35ed13e00e7b29cbb4d'), 'company_name': '青岛锐驰标识设备有限公司济南分公司', 'register_funds': '0万', 'status': '在营', 'opd_date': '2013-08-29', 'legal_representative': '赵黎明', 'issue_date': '2013-08-29', 'redit_code': '-', 'organization_code': '07615920-2', 'identification_number': '', 'registration_number': '370103300013556', 'industry': '批发和零售业', 'region': '山东省', 'registration_authority': '济南市市中区市场监督管理局', 'registration_status': '在业', 'business_scope': '许可经营项目：无；一般经营项目：为隶属企业提供业务服务（须经审批的，未获批准前不得经营）', 'en_name': '-', 'business_term': '2013-08-29 至 无固定期限', 'created_time': datetime.datetime(2020, 7, 31, 15, 8, 16, 124000)}
'str' object has no attribute 'get'keyword: {'_id': ObjectId('5f23c35fd13e00e7b29cbb6a'), 'company_name': '青岛荣盛行经贸有限公司', 'register_funds': '50万', 'status': '在营', 'opd_date': '2002-04-16', 'legal_representative': '黄勇', 'issue_date': '2008-09-28', 'redit_code': '913702037372596588', 'organization_code': '73725965-8', 'identification_number': '', 'registration_number': '370205228025255', 'industry': '批发和零售业', 'region': '山东省', 'registration_authority': '青岛市市北区工商行政管理局', 'registration_status': '在业', 'business_scope': '批发、零售：不锈钢材料，铝塑材料及五金配件，化工产品(不含危险品)，装饰材料，五金工具，幕墙、门窗配件，中空玻璃配件，胶条，毛条。\n（依法须经批准的项目，经相关部门批准后方可开展经营活动）。', 'en_name': '-', 'business_term': '2002-04-16 至 无固定期限', 'created_time': datetime.datetime(2020, 7, 31, 15, 8, 16, 322000)}
'str' object has no attribute 'get'keyword: {'_id': ObjectId('5f23c35fd13e00e7b29cbb6f'), 'company_name': '青岛荣拓广告有限公司', 'register_funds': '10万', 'status': '吊销', 'opd_date': '2006-02-21', 'legal_representative': '梁靖东', 'issue_date': '2007-04-27', 'redit_code': '-', 'organization_code': '-', 'identification_number': '', 'registration_number': '3702022818088', 'industry': '租赁和商务服务业', 'region': '山东省', 'registration_authority': '青岛市市南区工商行政管理局', 'registration_status': '吊销', 'business_scope': '设计、制作、代理、发布国内外广告业务。经济信息咨询，展览展示服务，文化交流活动策划。(以上范围需经许可经营的,须凭许可证经营)', 'en_name': '-', 'business_term': '2006-02-21 至 2016-02-20', 'created_time': datetime.datetime(2020, 7, 31, 15, 8, 16, 355000)}
'str' object has no attribute 'get'keyword: {'_id': ObjectId('5f23c35fd13e00e7b29cbb83'), 'company_name': '青岛荣强石碤砂厂', 'register_funds': '20万', 'status': '吊销', 'opd_date': '2005-03-22', 'legal_representative': '荣强', 'issue_date': '2005-03-22', 'redit_code': '-', 'organization_code': '-', 'identification_number': '', 'registration_number': '3702832000954', 'industry': '制造业', 'region': '山东省', 'registration_authority': '平度市工商行政管理局', 'registration_status': '吊销', 'business_scope': '石碤砂加工、销售。(以上范围需经许可经营的,须凭许可证经营)', 'en_name': '-', 'business_term': '2005-03-22 至 2009-03-20', 'created_time': datetime.datetime(2020, 7, 31, 15, 8, 16, 474000)}
